PRODUCT_NAME,DESCRIPTION,URL,PAGE_NO,tokenized_product_name,tokenized_description,TOKENIZED_PRODUCT_NAME,TOKENIZED_DESCRIPTION
Continuous Benchmark,Continuous Benchmark using GitHub pages as dash board for keeping performance,https://github.com/marketplace/actions/continuous-benchmark,5,"['continuous', 'benchmark']","['continuous', 'benchmark', 'using', 'github', 'pages', 'dash', 'board', 'keeping', 'performance']","['continuous', 'benchmark']","['continuous', 'benchmark', 'using', 'github', 'pages', 'dash', 'board', 'keeping', 'performance']"
S3 Sync,Sync a directory to an AWS S3 repository,https://github.com/marketplace/actions/s3-sync,5,"['s3', 'sync']","['sync', 'directory', 'aws', 's3', 'repository']","['s3', 'sync']","['sync', 'directory', 'aws', 's3', 'repository']"
semantic-pull-request,Ensure your PR title matches the Conventional Commits spec (https://www.conventionalcommits.org/),https://github.com/marketplace/actions/semantic-pull-request,5,['semantic-pull-request'],"['ensure', 'pr', 'title', 'matches', 'conventional', 'commits', 'spec', 'https', 'www.conventionalcommits.org']",['semantic-pull-request'],"['ensure', 'pr', 'title', 'matches', 'conventional', 'commits', 'spec', 'https', 'www.conventionalcommits.org']"
Slack: Send to Slack,"Send data to Slack to start a Slack workflow in Workflow Builder, call a Slack API method, or post a message into a
channel",https://github.com/marketplace/actions/slack-send-to-slack,5,"['slack', 'send', 'slack']","['send', 'data', 'slack', 'start', 'slack', 'workflow', 'workflow', 'builder', 'call', 'slack', 'api', 'method', 'post', 'message', 'channel']","['slack', 'send', 'slack']","['send', 'data', 'slack', 'start', 'slack', 'workflow', 'workflow', 'builder', 'call', 'slack', 'api', 'method', 'post', 'message', 'channel']"
Docker Setup Buildx,Set up Docker Buildx,https://github.com/marketplace/actions/docker-setup-buildx,5,"['docker', 'setup', 'buildx']","['set', 'docker', 'buildx']","['docker', 'setup', 'buildx']","['set', 'docker', 'buildx']"
Authenticate to Google Cloud,Authenticate to Google Cloud from GitHub Actions via Workload Identity Federation or service account keys,https://github.com/marketplace/actions/authenticate-to-google-cloud,5,"['authenticate', 'google', 'cloud']","['authenticate', 'google', 'cloud', 'github', 'actions', 'via', 'workload', 'identity', 'federation', 'service', 'account', 'keys']","['authenticate', 'google', 'cloud']","['authenticate', 'google', 'cloud', 'github', 'actions', 'via', 'workload', 'identity', 'federation', 'service', 'account', 'keys']"
Android Emulator Runner,"Installs, configures and starts an Android Emulator directly on hardware-accelerated runners",https://github.com/marketplace/actions/android-emulator-runner,5,"['android', 'emulator', 'runner']","['installs', 'configures', 'starts', 'android', 'emulator', 'directly', 'hardware-accelerated', 'runners']","['android', 'emulator', 'runner']","['installs', 'configures', 'starts', 'android', 'emulator', 'directly', 'hardware-accelerated', 'runners']"
Repository Dispatch,Create a repository dispatch event,https://github.com/marketplace/actions/repository-dispatch,5,"['repository', 'dispatch']","['create', 'repository', 'dispatch', 'event']","['repository', 'dispatch']","['create', 'repository', 'dispatch', 'event']"
Setup pnpm,Install pnpm package manager,https://github.com/marketplace/actions/setup-pnpm,5,"['setup', 'pnpm']","['install', 'pnpm', 'package', 'manager']","['setup', 'pnpm']","['install', 'pnpm', 'package', 'manager']"
pypi-publish,Upload Python distribution packages to PyPI,https://github.com/marketplace/actions/pypi-publish,5,['pypi-publish'],"['upload', 'python', 'distribution', 'packages', 'pypi']",['pypi-publish'],"['upload', 'python', 'distribution', 'packages', 'pypi']"
Check PHP syntax errors,Find php syntax errors,https://github.com/marketplace/actions/check-php-syntax-errors,6,"['check', 'php', 'syntax', 'errors']","['find', 'php', 'syntax', 'errors']","['check', 'php', 'syntax', 'errors']","['find', 'php', 'syntax', 'errors']"
Deploy to Heroku,Deploy an app to Heroku,https://github.com/marketplace/actions/deploy-to-heroku,6,"['deploy', 'heroku']","['deploy', 'app', 'heroku']","['deploy', 'heroku']","['deploy', 'app', 'heroku']"
Setup .NET Core SDK,"Used to build and publish .NET source. Set up a specific version of the .NET and authentication to private NuGet
repository",https://github.com/marketplace/actions/setup-net-core-sdk,6,"['setup', 'net', 'core', 'sdk']","['used', 'build', 'publish', 'net', 'source', 'set', 'specific', 'version', 'net', 'authentication', 'private', 'nuget', 'repository']","['setup', 'net', 'core', 'sdk']","['used', 'build', 'publish', 'net', 'source', 'set', 'specific', 'version', 'net', 'authentication', 'private', 'nuget', 'repository']"
Setup Sherif,"Setup and run Sherif, an opinionated, zero-config linter for JavaScript monorepos",https://github.com/marketplace/actions/setup-sherif,6,"['setup', 'sherif']","['setup', 'run', 'sherif', 'opinionated', 'zero-config', 'linter', 'javascript', 'monorepos']","['setup', 'sherif']","['setup', 'run', 'sherif', 'opinionated', 'zero-config', 'linter', 'javascript', 'monorepos']"
Docker Metadata action,"GitHub Action to extract metadata (tags, labels) for Docker",https://github.com/marketplace/actions/docker-metadata-action,6,"['docker', 'metadata', 'action']","['github', 'action', 'extract', 'metadata', 'tags', 'labels', 'docker']","['docker', 'metadata', 'action']","['github', 'action', 'extract', 'metadata', 'tags', 'labels', 'docker']"
"Amazon ECR ""Login"" Action for GitHub Actions",Logs in the local Docker client to one or more Amazon ECR Private registries or an Amazon ECR Public registry,https://github.com/marketplace/actions/amazon-ecr-login-action-for-github-actions,6,"['amazon', 'ecr', 'login', 'action', 'github', 'actions']","['logs', 'local', 'docker', 'client', 'one', 'amazon', 'ecr', 'private', 'registries', 'amazon', 'ecr', 'public', 'registry']","['amazon', 'ecr', 'login', 'action', 'github', 'actions']","['logs', 'local', 'docker', 'client', 'one', 'amazon', 'ecr', 'private', 'registries', 'amazon', 'ecr', 'public', 'registry']"
Cancel Workflow Action,This Action will cancel any previous runs that are not completed for a given workflow,https://github.com/marketplace/actions/cancel-workflow-action,6,"['cancel', 'workflow', 'action']","['action', 'cancel', 'previous', 'runs', 'completed', 'given', 'workflow']","['cancel', 'workflow', 'action']","['action', 'cancel', 'previous', 'runs', 'completed', 'given', 'workflow']"
GitHub Action for Firebase,Wraps the firebase-tools CLI to enable common commands,https://github.com/marketplace/actions/github-action-for-firebase,6,"['github', 'action', 'firebase']","['wraps', 'firebase-tools', 'cli', 'enable', 'common', 'commands']","['github', 'action', 'firebase']","['wraps', 'firebase-tools', 'cli', 'enable', 'common', 'commands']"
Telegram Message Notify,Sending a Telegram message,https://github.com/marketplace/actions/telegram-message-notify,6,"['telegram', 'message', 'notify']","['sending', 'telegram', 'message']","['telegram', 'message', 'notify']","['sending', 'telegram', 'message']"
Telegram Notify,Sending a Telegram message,https://github.com/marketplace/actions/telegram-notify,6,"['telegram', 'notify']","['sending', 'telegram', 'message']","['telegram', 'notify']","['sending', 'telegram', 'message']"
GoReleaser Action,"GitHub Action for GoReleaser, a release automation tool for Go projects",https://github.com/marketplace/actions/goreleaser-action,6,"['goreleaser', 'action']","['github', 'action', 'goreleaser', 'release', 'automation', 'tool', 'go', 'projects']","['goreleaser', 'action']","['github', 'action', 'goreleaser', 'release', 'automation', 'tool', 'go', 'projects']"
Test Reporter,"Shows test results in GitHub UI: .NET (xUnit, NUnit, MSTest), Dart, Flutter, Java (JUnit), JavaScript (JEST, Mocha)",https://github.com/marketplace/actions/test-reporter,6,"['test', 'reporter']","['shows', 'test', 'results', 'github', 'ui', 'net', 'xunit', 'nunit', 'mstest', 'dart', 'flutter', 'java', 'junit', 'javascript', 'jest', 'mocha']","['test', 'reporter']","['shows', 'test', 'results', 'github', 'ui', 'net', 'xunit', 'nunit', 'mstest', 'dart', 'flutter', 'java', 'junit', 'javascript', 'jest', 'mocha']"
Unity - Builder,Build Unity projects for different platforms,https://github.com/marketplace/actions/unity-builder,6,"['unity', 'builder']","['build', 'unity', 'projects', 'different', 'platforms']","['unity', 'builder']","['build', 'unity', 'projects', 'different', 'platforms']"
Aqua Security Trivy,Scans container images for vulnerabilities with Trivy,https://github.com/marketplace/actions/aqua-security-trivy,6,"['aqua', 'security', 'trivy']","['scans', 'container', 'images', 'vulnerabilities', 'trivy']","['aqua', 'security', 'trivy']","['scans', 'container', 'images', 'vulnerabilities', 'trivy']"
Merge pull requests (automerge-action),Automatically merge pull requests that are ready,https://github.com/marketplace/actions/merge-pull-requests-automerge-action,6,"['merge', 'pull', 'requests', 'automerge-action']","['automatically', 'merge', 'pull', 'requests', 'ready']","['merge', 'pull', 'requests', 'automerge-action']","['automatically', 'merge', 'pull', 'requests', 'ready']"
Python Semantic Release,Automated Releases via SemVer and Commit Message Conventions,https://github.com/marketplace/actions/python-semantic-release,6,"['python', 'semantic', 'release']","['automated', 'releases', 'via', 'semver', 'commit', 'message', 'conventions']","['python', 'semantic', 'release']","['automated', 'releases', 'via', 'semver', 'commit', 'message', 'conventions']"
Expo GitHub Action,"Publish, build or manage your Expo app with GitHub Actions",https://github.com/marketplace/actions/expo-github-action,6,"['expo', 'github', 'action']","['publish', 'build', 'manage', 'expo', 'app', 'github', 'actions']","['expo', 'github', 'action']","['publish', 'build', 'manage', 'expo', 'app', 'github', 'actions']"
"Setup Ruby, JRuby and TruffleRuby",Download a prebuilt Ruby and add it to the PATH in 5 seconds,https://github.com/marketplace/actions/setup-ruby-jruby-and-truffleruby,6,"['setup', 'ruby', 'jruby', 'truffleruby']","['download', 'prebuilt', 'ruby', 'add', 'path', '5', 'seconds']","['setup', 'ruby', 'jruby', 'truffleruby']","['download', 'prebuilt', 'ruby', 'add', 'path', '5', 'seconds']"
GitHub - Activity - Readme,Updates README with the recent GitHub activity of a user,https://github.com/marketplace/actions/github-activity-readme,6,"['github', 'activity', 'readme']","['updates', 'readme', 'recent', 'github', 'activity', 'user']","['github', 'activity', 'readme']","['updates', 'readme', 'recent', 'github', 'activity', 'user']"
Upload Android Release to Play Store,An action to upload a signed Android release (.apk or .aab) to the Google Play Store Developer Console,https://github.com/marketplace/actions/upload-android-release-to-play-store,6,"['upload', 'android', 'release', 'play', 'store']","['action', 'upload', 'signed', 'android', 'release', 'apk', 'aab', 'google', 'play', 'store', 'developer', 'console']","['upload', 'android', 'release', 'play', 'store']","['action', 'upload', 'signed', 'android', 'release', 'apk', 'aab', 'google', 'play', 'store', 'developer', 'console']"
godot-ci,"Docker image to export Godot Engine games. Templates for Gitlab CI/GitHub Actions deploy to GitLab/GitHub Pages or
Itch.io",https://github.com/marketplace/actions/godot-ci,7,['godot-ci'],"['docker', 'image', 'export', 'godot', 'engine', 'games', 'templates', 'gitlab', 'ci/github', 'actions', 'deploy', 'gitlab/github', 'pages', 'itch.io']",['godot-ci'],"['docker', 'image', 'export', 'godot', 'engine', 'games', 'templates', 'gitlab', 'ci/github', 'actions', 'deploy', 'gitlab/github', 'pages', 'itch.io']"
Lua LDoc,LDoc,https://github.com/marketplace/actions/lua-ldoc,7,"['lua', 'ldoc']",['ldoc'],"['lua', 'ldoc']",['ldoc']
Github Tag Bump,Bump and push git tag on merge,https://github.com/marketplace/actions/github-tag-bump,7,"['github', 'tag', 'bump']","['bump', 'push', 'git', 'tag', 'merge']","['github', 'tag', 'bump']","['bump', 'push', 'git', 'tag', 'merge']"
Legitify Analyze,Legitify GitHub Action,https://github.com/marketplace/actions/legitify-analyze,7,"['legitify', 'analyze']","['legitify', 'github', 'action']","['legitify', 'analyze']","['legitify', 'github', 'action']"
Publish Docker,Uses the git branch as the docker tag and pushes the container,https://github.com/marketplace/actions/publish-docker,7,"['publish', 'docker']","['uses', 'git', 'branch', 'docker', 'tag', 'pushes', 'container']","['publish', 'docker']","['uses', 'git', 'branch', 'docker', 'tag', 'pushes', 'container']"
First interaction,Greet new contributors when they create their first issue or open their first pull request,https://github.com/marketplace/actions/first-interaction,7,"['first', 'interaction']","['greet', 'new', 'contributors', 'create', 'first', 'issue', 'open', 'first', 'pull', 'request']","['first', 'interaction']","['greet', 'new', 'contributors', 'create', 'first', 'issue', 'open', 'first', 'pull', 'request']"
On-demand self-hosted AWS EC2 runner for GitHub Actions,GitHub Action for automatic creation and registration AWS EC2 instance as a GitHub Actions self-hosted runner,https://github.com/marketplace/actions/on-demand-self-hosted-aws-ec2-runner-for-github-actions,7,"['on-demand', 'self-hosted', 'aws', 'ec2', 'runner', 'github', 'actions']","['github', 'action', 'automatic', 'creation', 'registration', 'aws', 'ec2', 'instance', 'github', 'actions', 'self-hosted', 'runner']","['on-demand', 'self-hosted', 'aws', 'ec2', 'runner', 'github', 'actions']","['github', 'action', 'automatic', 'creation', 'registration', 'aws', 'ec2', 'instance', 'github', 'actions', 'self-hosted', 'runner']"
AI Code Review Action,Perform code reviews and comment on diffs using OpenAI API,https://github.com/marketplace/actions/ai-code-review-action,7,"['ai', 'code', 'review', 'action']","['perform', 'code', 'reviews', 'comment', 'diffs', 'using', 'openai', 'api']","['ai', 'code', 'review', 'action']","['perform', 'code', 'reviews', 'comment', 'diffs', 'using', 'openai', 'api']"
